1696881953214,GET,541,200
1696881953214,GET,545,200
1696881953214,GET,544,200
1696881953214,GET,613,200
1696881953214,GET,613,200
1696881953214,GET,613,200
1696881953214,GET,614,200
1696881953215,GET,612,200
1696881953214,GET,613,200
1696881953214,GET,615,200
1696881953760,GET,103,200
1696881953759,GET,106,200
1696881953760,GET,107,200
1696881953827,GET,45,200
1696881953827,GET,59,200
1696881953828,GET,60,200
1696881953828,GET,62,200
1696881953828,GET,63,200
1696881953829,GET,65,200
1696881953829,GET,81,200
1696881953872,GET,41,200
1696881953888,GET,31,200
1696881953886,GET,36,200
1696881953890,GET,37,200
1696881953891,GET,37,200
1696881953894,GET,35,200
1696881953867,GET,69,200
1696881953914,GET,26,200
1696881953910,GET,31,200
1696881953919,GET,26,200
1696881953922,GET,23,200
1696881953929,GET,23,200
1696881953927,GET,25,200
1696881953928,GET,24,200
1696881953936,GET,23,200
1696881953940,GET,28,200
1696881953942,GET,26,200
1696881953945,GET,27,200
1696881953945,GET,30,200
1696881953952,GET,28,200
1696881953952,GET,30,200
1696881953952,GET,30,200
1696881953959,GET,28,200
1696881953968,GET,22,200
1696881953973,GET,21,200
1696881953968,GET,26,200
1696881953975,GET,23,200
1696881953982,GET,23,200
1696881953982,GET,25,200
1696881953980,GET,27,200
1696881953987,GET,26,200
1696881953994,GET,22,200
1696881953990,GET,28,200
1696881953994,GET,29,200
1696881953998,GET,25,200
1696881954005,GET,24,200
1696881954008,GET,28,200
1696881954008,GET,28,200
1696881954013,GET,26,200
1696881954016,GET,23,200
1696881954018,GET,23,200
1696881954023,GET,18,200
1696881954023,GET,19,200
1696881954029,GET,25,200
1696881953865,GET,191,200
1696881954039,GET,20,200
1696881954036,GET,26,200
1696881954036,GET,26,200
1696881954039,GET,24,200
1696881954041,GET,26,200
1696881954042,GET,25,200
1696881953863,GET,205,200
1696881954042,GET,26,200
1696881954056,GET,25,200
1696881954054,GET,27,200
1696881954059,GET,24,200
1696881954062,GET,24,200
1696881954068,GET,20,200
1696881954068,GET,22,200
1696881954067,GET,23,200
1696881954067,GET,24,200
1696881954062,GET,29,200
1696881954063,GET,29,200
1696881954083,GET,29,200
1696881954091,GET,37,200
1696881954092,GET,36,200
1696881954086,GET,42,200
1696881954091,GET,37,200
1696881954091,GET,37,200
1696881954081,GET,47,200
1696881954088,GET,40,200
1696881954090,GET,38,200
1696881954081,GET,47,200
1696881954129,GET,112,200
1696881954112,GET,131,200
1696881954128,GET,115,200
1696881954128,GET,115,200
1696881954128,GET,115,200
1696881954128,GET,115,200
1696881954128,GET,118,200
1696881954128,GET,118,200
1696881954128,GET,118,200
1696881954243,GET,109,200
1696881954244,GET,108,200
1696881954243,GET,109,200
1696881954244,GET,108,200
1696881954246,GET,106,200
1696881954246,GET,106,200
1696881954129,GET,223,200
1696881954241,GET,132,200
1696881954352,GET,26,200
1696881954243,GET,136,200
1696881954352,GET,28,200
1696881954352,GET,28,200
1696881954352,GET,29,200
1696881954246,GET,135,200
1696881954352,GET,29,200
1696881954352,GET,29,200
1696881954373,GET,18,200
1696881954378,GET,22,200
1696881954352,GET,48,200
1696881954380,GET,26,200
1696881954381,GET,25,200
1696881954379,GET,27,200
1696881954381,GET,25,200
1696881954381,GET,27,200
1696881954381,GET,27,200
1696881954391,GET,28,200
1696881954400,GET,23,200
1696881954400,GET,23,200
1696881954406,GET,19,200
1696881954380,GET,46,200
1696881954406,GET,21,200
1696881954408,GET,24,200
1696881954406,GET,27,200
1696881954408,GET,26,200
1696881954419,GET,20,200
1696881954423,GET,20,200
1696881954423,GET,29,200
1696881954426,GET,26,200
1696881954427,GET,25,200
1696881954425,GET,28,200
1696881954406,GET,47,200
1696881954432,GET,22,200
1696881954433,GET,22,200
1696881954439,GET,24,200
1696881954443,GET,22,200
1696881954452,GET,24,200
1696881954452,GET,24,200
1696881954453,GET,23,200
1696881954452,GET,24,200
1696881954453,GET,23,200
1696881954454,GET,26,200
1696881954455,GET,28,200
1696881954434,GET,49,200
1696881954465,GET,21,200
1696881954463,GET,25,200
1696881954476,GET,21,200
1696881954480,GET,21,200
1696881954476,GET,25,200
1696881954476,GET,25,200
1696881954476,GET,25,200
1696881954476,GET,25,200
1696881954483,GET,21,200
1696881954483,GET,22,200
1696881954486,GET,22,200
1696881954488,GET,27,200
1696881954497,GET,28,200
1696881954502,GET,23,200
1696881954502,GET,23,200
1696881954502,GET,23,200
1696881954502,GET,23,200
1696881954501,GET,24,200
1696881954508,GET,22,200
1696881954515,GET,23,200
1696881954506,GET,32,200
1696881954504,GET,34,200
1696881954525,GET,22,200
1696881954525,GET,22,200
1696881954525,GET,24,200
1696881954525,GET,24,200
1696881954525,GET,24,200
1696881954525,GET,24,200
1696881954530,GET,31,200
1696881954539,GET,28,200
1696881954538,GET,29,200
1696881954539,GET,28,200
1696881954547,GET,22,200
1696881954547,GET,25,200
1696881954549,GET,27,200
1696881954549,GET,27,200
1696881954549,GET,29,200
1696881954561,GET,28,200
1696881954569,GET,22,200
1696881954549,GET,42,200
1696881954567,GET,27,200
1696881954567,GET,27,200
1696881954572,GET,23,200
1696881954567,GET,29,200
1696881954576,GET,28,200
1696881954576,GET,28,200
1696881954578,GET,26,200
1696881954589,GET,23,200
1696881954591,GET,22,200
1696881954591,GET,25,200
1696881954595,GET,25,200
